Entry	Entry name	Cross-reference (EMBL)	Cross-reference (GenBank)	Gene names	Protein names
A0A045X8Z0	A0A045X8Z0_9MYCO	JKZI01000007;		N091_02544	NAD-dependent glutamate dehydrogenase Gdh
A0A044M8N8	A0A044M8N8_MYCTX	JKJP01000019;		AP08_02447	NAD-dependent glutamate dehydrogenase Gdh
A0A057WL50	A0A057WL50_MYCTX	JLMB01000004;		X312_02572	NAD-dependent glutamate dehydrogenase Gdh
A0A048MM51	A0A048MM51_MYCTX	JKVF01000005;		V970_00762	NAD-dependent glutamate dehydrogenase Gdh
C9TRC8	C9TRC8_9RHIZ	DS999755;		BAGG_02989	NAD-glutamate dehydrogenase
B5SCB2	B5SCB2_RALSL	CU914166;		RSIPO_03797	Nad-specific glutamate dehydrogenase protein (EC 1.4.1.2)
N7PSJ8	N7PSJ8_BRUOV	AQNQ01000022;		C961_01732	Uncharacterized protein
I9FCT9	I9FCT9_MYCAB	AKUX01000012;		gudB MA3A0119R_4033	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
L8J6Z4	L8J6Z4_9GAMM	AMZO01000025;		C942_02374	NAD-specific glutamate dehydrogenase, large form
E9UTY7	E9UTY7_9ACTO	ADVI01000040;		NBCG_02305	Glutamate dehydrogenase
I8WW06	I8WW06_MYCAB	AKTX01000004;		MA5S0304_0568	Putative NAD-DEPENDENT GLUTAMATE DEHYDROGENASE GDH
D4T216	D4T216_9XANT	ACPY01000088;		XAUC_03550	Uncharacterized protein
X6XY37	X6XY37_PSEAI	AZZE01000021;		Q054_02688	NAD-specific glutamate dehydrogenase
A6FIM8	A6FIM8_9GAMM	ABCQ01000070;		PE36_11827	NAD-specific glutamate dehydrogenase (Fragment)
I8KY15	I8KY15_MYCAB	AKUX01000007;		MA3A0119R_1643	Putative NAD-DEPENDENT GLUTAMATE DEHYDROGENASE GDH
I9FBA4	I9FBA4_MYCAB	AKUX01000012;		gdh MA3A0119R_4659	NAD-dependent glutamate dehydrogenase (EC 1.4.1.2)
N7RXW9	N7RXW9_BRUSS	AQNZ01000009;		C006_03165	Uncharacterized protein
A6FJ71	A6FJ71_9GAMM	ABCQ01000082;		PE36_11822	Uncharacterized protein (Fragment)
I7ZBI2	I7ZBI2_9GAMM	AKGD01000002;		WQQ_28210	Bacterial NAD-glutamate dehydrogenase superfamily
U7JJ99	U7JJ99_9ACTO	AXML01000002;		HMPREF1277_01338	Uncharacterized protein
N8GB92	N8GB92_9RHIZ	AQKS01000015;		C001_02069	Uncharacterized protein
F5SMC3	F5SMC3_9GAMM	AFHU01000023;		HMPREF9373_0206	NAD-glutamate dehydrogenase (EC 1.4.1.2)
A0A040Q8Q4	A0A040Q8Q4_MYCTX	JJZV01000005;		AL22_02570	NAD-dependent glutamate dehydrogenase Gdh
A0A055PX83	A0A055PX83_MYCTX	JKRJ01000007;		W074_01320	NAD-dependent glutamate dehydrogenase Gdh
A0A056B079	A0A056B079_MYCTX	JKHJ01000010;		X080_02589	NAD-dependent glutamate dehydrogenase Gdh
A0A046BVD2	A0A046BVD2_MYCTX	JKYU01000007;		N106_02567	NAD-dependent glutamate dehydrogenase Gdh
A0A042EF34	A0A042EF34_MYCTX	JJUW01000017;		AM85_02623	NAD-dependent glutamate dehydrogenase Gdh
A0A045KNC2	A0A045KNC2_9MYCO	JLAX01000008;		N044_01072	NAD-dependent glutamate dehydrogenase Gdh
A0A043SN04	A0A043SN04_MYCTX	JKMB01000021;		AO41_02738	NAD-dependent glutamate dehydrogenase Gdh
A0A040UD00	A0A040UD00_MYCTX	JJZI01000007;		AL42_02571	NAD-dependent glutamate dehydrogenase Gdh
A0A050UBW1	A0A050UBW1_MYCTX	JMAQ01000006;		I065_01074	NAD-dependent glutamate dehydrogenase Gdh
A0A040SKV8	A0A040SKV8_MYCTX	JJZN01000007;		AL31_02575	NAD-dependent glutamate dehydrogenase Gdh
A0A042LEB0	A0A042LEB0_MYCTX	JKPZ01000018;		AN38_02537	NAD-dependent glutamate dehydrogenase Gdh
F5TM24	F5TM24_9ACTO	AFIK01000047;		HMPREF9947_2167	Bacterial NAD-glutamate dehydrogenase
U8ZDG1	U8ZDG1_PSEAI	AXRC01000002;		Q013_01002	NAD-specific glutamate dehydrogenase
H0SME7	H0SME7_9BRAD	CAFI01000356;		gdh BRAO375_4190004	Glutamate dehydrogenase
V5P7H7	V5P7H7_9RHIZ	CP006896;		V910_100224	NAD-glutamate dehydrogenase
S7P224	S7P224_MYCAB	ATFQ01000015;		J108_07340	NAD-glutamate dehydrogenase
Q1V5E2	Q1V5E2_VIBAL	AAPS01000036;		V12G01_18077	Putative NAD-glutamate dehydrogenase
D9VAS1	D9VAS1_9ACTO	GG657746;		SSMG_05441	NAD-specific glutamate dehydrogenase
S7P6S6	S7P6S6_MYCAB	ATFQ01000006;		J108_03865	Glutamate dehydrogenase
U4MMB2	U4MMB2_CLOTM	CBQO010000013;		gdh CTHBC1_0381	Glutamate dehydrogenase
V7G131	V7G131_9RHIZ	AYWH01000006;		X750_20995	NAD-glutamate dehydrogenase
X6ZG71	X6ZG71_PSEAI	AZZH01000009;		Q051_03353	NAD-specific glutamate dehydrogenase
U8UZV1	U8UZV1_PSEAI	AXQP01000008;		Q026_01956	NAD-specific glutamate dehydrogenase
V2VM10	V2VM10_MYCBI	AVSW01000100;		O216_13465	NAD-glutamate dehydrogenase
U8D110	U8D110_PSEAI	AXOS01000011;		Q088_03303	NAD-specific glutamate dehydrogenase
A0A053LWJ5	A0A053LWJ5_MYCTX	JLTD01000008;		P509_02564	NAD-dependent glutamate dehydrogenase Gdh
A0A016AFQ1	A0A016AFQ1_BACFG	JGDJ01000257;		gdh M136_3584	Glutamate dehydrogenase
A0A050DH60	A0A050DH60_MYCTX	JJSW01000022;		BA15_02396	NAD-dependent glutamate dehydrogenase Gdh
A0A054MNB0	A0A054MNB0_MYCTX	JKUN01000007;		V989_02572	NAD-dependent glutamate dehydrogenase Gdh
A0A038YHZ9	A0A038YHZ9_MYCTX	JJWK01000022;		AM38_03149	NAD-dependent glutamate dehydrogenase Gdh
A0A042RJ66	A0A042RJ66_MYCTX	JKPF01000009;		AN58_02576	NAD-dependent glutamate dehydrogenase Gdh
A0A051HWV4	A0A051HWV4_MYCTX	JLZJ01000008;		K842_07893	NAD-dependent glutamate dehydrogenase Gdh
N6W1G7	N6W1G7_9GAMM	APME01000007;		J139_05045	Glutamate dehydrogenase
H0A5E0	H0A5E0_9PROT	AGEZ01000154;		HMPREF9946_04042	Putative herpesvirus capsid shell protein VP19C
D0IAI4	D0IAI4_GRIHO	ADAQ01000013;		VHA_002761	NAD-specific glutamate dehydrogenase large form (EC 1.4.1.2)
K2UC96	K2UC96_VIBCL	ALDN01000090;		gdhB VCHC41A1_1584	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
S6S0T3	S6S0T3_PSESF	AOKD01000222;		A247_20642	NAD-glutamate dehydrogenase
V6ZLX3	V6ZLX3_MYCAB	AYTF01000002;		L833_4331	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase family protein
V6ZT12	V6ZT12_MYCAB	AYTF01000001;		L833_0118	Bacterial NAD-glutamate dehydrogenase family protein
I8CYY9	I8CYY9_MYCAB	AKTZ01000006;		MA5S0422_1554	Putative NAD-DEPENDENT GLUTAMATE DEHYDROGENASE GDH
N8HLF8	N8HLF8_BRUSS	AQKX01000012;		B985_03118	Uncharacterized protein
E6DAU2	E6DAU2_PROAA	ADYF01000099;		HMPREF9578_00655	Bacterial NAD-glutamate dehydrogenase
N7LVD0	N7LVD0_BRUML	AQNJ01000003;		C056_00377	Uncharacterized protein
W1S875	W1S875_9SPHN	AYOY01000007;		C100_01170	Glutamate dehydrogenase
E6D387	E6D387_PROAA	ADYE01000046;		HMPREF9582_01472	Bacterial NAD-glutamate dehydrogenase
V6ZP71	V6ZP71_MYCAB	AYTF01000001;		L833_0119	Bacterial NAD-glutamate dehydrogenase family protein
A0A046G5C3	A0A046G5C3_MYCTX	JKYH01000014;		N120_02544	NAD-dependent glutamate dehydrogenase Gdh
A0A055UHN9	A0A055UHN9_MYCTX	JKQU01000008;		W089_02527	NAD-dependent glutamate dehydrogenase Gdh
A0A056FTJ5	A0A056FTJ5_MYCTX	JKGV01000002;		X096_00313	NAD-dependent glutamate dehydrogenase Gdh
I7JVL7	I7JVL7_9CORY	CAJZ01000040;		gdh BN46_0308	Glutamate dehydrogenase
A0A044QMD5	A0A044QMD5_MYCTX	JKJF01000019;		AP19_02181	NAD-dependent glutamate dehydrogenase Gdh
A0A055G2S8	A0A055G2S8_MYCTX	JKSJ01000008;		W048_02575	NAD-dependent glutamate dehydrogenase Gdh
A0A045R218	A0A045R218_MYCTX	JLAG01000003;		N065_01074	NAD-dependent glutamate dehydrogenase Gdh
A0A048JS26	A0A048JS26_MYCTX	JKVQ01000001;		V959_00134	NAD-dependent glutamate dehydrogenase Gdh
A0A048UPD2	A0A048UPD2_MYCTX	JLJE01000002;		X394_00663	NAD-dependent glutamate dehydrogenase Gdh
A0A047SNF0	A0A047SNF0_MYCTX	JLBD01000024;		V738_02808	NAD-dependent glutamate dehydrogenase Gdh
A0A041YAA5	A0A041YAA5_MYCTX	JJVQ01000014;		AM60_02275	NAD-dependent glutamate dehydrogenase Gdh
K5TSD0	K5TSD0_VIBCL	AJSK01000042;		gdhB VCHC44C1_2056	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
B8KH76	B8KH76_9GAMM	DS999405;		NOR53_1195	Bacterial NAD-glutamate dehydrogenase superfamily protein
I8PX41	I8PX41_MYCAB	AKUI01000005;		gudB MM1S1510930_5803	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
W1YZU1	W1YZU1_9GAMM	AZIO01000120;		X564_15365	NAD-glutamate dehydrogenase
L8SZJ9	L8SZJ9_VIBCL	AGVB02000130;		gdhB VCHC80A1_01527	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
A6DEG3	A6DEG3_9PROT	ABCJ01000011;		CMTB2_00389	Uncharacterized protein
D5PH40	D5PH40_9MYCO	ADNV01000353;		HMPREF0591_5484	Bacterial NAD-glutamate dehydrogenase
F3IMJ5	F3IMJ5_PSESL	AEAM01000352;		PLA106_19894	NAD-glutamate dehydrogenase
Q2BMD5	Q2BMD5_NEPCE	AAOW01000007;		MED92_12871	Uncharacterized protein
A0A047FA15	A0A047FA15_MYCTX	JLOM01000009;		T608_00605	NAD-dependent glutamate dehydrogenase Gdh
A0A048CJ45	A0A048CJ45_MYCTX	JKWM01000002;		V936_02484	NAD-dependent glutamate dehydrogenase Gdh
A0A051J7X1	A0A051J7X1_MYCTX	JLZI01000007;		K843_04805	NAD-dependent glutamate dehydrogenase Gdh
A0A057ARF2	A0A057ARF2_MYCTX	JKEE01000012;		X166_02562	NAD-dependent glutamate dehydrogenase Gdh
A0A045VQG0	A0A045VQG0_MYCTX	JKZN01000005;		N086_01900	NAD-dependent glutamate dehydrogenase Gdh
A0A053X3T9	A0A053X3T9_MYCTX	JLRT01000006;		P937_00757	NAD-dependent glutamate dehydrogenase Gdh
A0A043U2E0	A0A043U2E0_MYCTX	JKLX01000020;		AO45_02287	NAD-dependent glutamate dehydrogenase Gdh
A0A040ABS8	A0A040ABS8_MYCTX	JLEU01000017;		AJ18_02114	NAD-dependent glutamate dehydrogenase Gdh
Q2V243	Q2V243_9STRE	AB199449;		gdh	Glutamate dehydrogenase (Fragment)
A0A045L1F6	A0A045L1F6_9MYCO	JLAV01000011;		N046_02570	NAD-dependent glutamate dehydrogenase Gdh
A0A045PFN7	A0A045PFN7_MYCTX	JLAL01000005;		N060_01082	NAD-dependent glutamate dehydrogenase Gdh
A0A047ZW72	A0A047ZW72_MYCTX	JKWT01000012;		V929_02572	NAD-dependent glutamate dehydrogenase Gdh
A0A055W539	A0A055W539_MYCTX	JKQQ01000016;		W094_02507	NAD-dependent glutamate dehydrogenase Gdh
Q2V227	Q2V227_9STRE	AB199465;		gdh	Glutamate dehydrogenase (Fragment)
A0A040CX39	A0A040CX39_MYCTX	JLEL01000013;		AJ27_02159	NAD-dependent glutamate dehydrogenase Gdh
E1KU28	E1KU28_9BACT	AEDO01000059;		gdh HMPREF9296_0190	Glutamate dehydrogenase
A0A042DGX8	A0A042DGX8_MYCTX	JJUZ01000015;		AM82_02249	NAD-dependent glutamate dehydrogenase Gdh
A0A041WRM1	A0A041WRM1_MYCTX	JJVW01000028;		AM54_03134	NAD-dependent glutamate dehydrogenase Gdh
A0A016FYG5	A0A016FYG5_BACFG	JGEA01000032;		gdh M104_3663	Glutamate dehydrogenase
S6I5G4	S6I5G4_9PSED	ATLR01000007;		CF149_00345	NAD-glutamate dehydrogenase
C2CA41	C2CA41_VIBCL	ACFQ01000010;		VCG_002561	NAD-specific glutamate dehydrogenase large (EC 1.4.1.2)
N7B9S8	N7B9S8_BRUAO	AQLR01000003;		C072_01669	Uncharacterized protein
X8G4X9	X8G4X9_MYCTX	JAQI01000014;		Z028_13270	NAD-glutamate dehydrogenase
I0RGY0	I0RGY0_MYCPH	AJFJ01000085;		MPHLEI_23344	Glutamate dehydrogenase
N7DDQ4	N7DDQ4_BRUAO	AQLV01000002;		C076_01716	Uncharacterized protein
M7ILY9	M7ILY9_VIBCL	APFV01000108;		gdhB VCEM1536_001586	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
A0A046PPD5	A0A046PPD5_MYCTX	JLBT01000005;		Q631_02283	NAD-dependent glutamate dehydrogenase Gdh
A0A040CPJ8	A0A040CPJ8_MYCTX	JLEN01000022;		AJ25_01385	NAD-dependent glutamate dehydrogenase Gdh
A0A055LEZ0	A0A055LEZ0_MYCTX	JKRU01000004;		W063_00746	NAD-dependent glutamate dehydrogenase Gdh
A0A041JKF3	A0A041JKF3_MYCTX	JJXM01000007;		AM00_02564	NAD-dependent glutamate dehydrogenase Gdh
A0A040TKF2	A0A040TKF2_MYCTX	JJZK01000007;		AL35_02570	NAD-dependent glutamate dehydrogenase Gdh
A0A057S7M5	A0A057S7M5_MYCTX	JKCB01000009;		X221_01435	NAD-dependent glutamate dehydrogenase Gdh
A0A057YJG4	A0A057YJG4_MYCTX	JLLW01000001;		X317_00202	NAD-dependent glutamate dehydrogenase Gdh
A0A047BDI3	A0A047BDI3_MYCTX	JLOW01000008;		T598_02581	NAD-dependent glutamate dehydrogenase Gdh
A0A041NF67	A0A041NF67_MYCTX	JJXA01000016;		AM14_01526	NAD-dependent glutamate dehydrogenase Gdh
A0A044BFU2	A0A044BFU2_MYCTX	JKKZ01000026;		AO71_03317	NAD-dependent glutamate dehydrogenase Gdh
R1F0B2	R1F0B2_9GAMM	AQGQ01000251;		G113_20287	NAD-glutamate dehydrogenase (Fragment)
W6X8Y3	W6X8Y3_VIBPH	AZGV01000144;		D027_4557	Bacterial NAD-glutamate dehydrogenase family protein
U9GNM1	U9GNM1_PSEAI	AXPE01000003;		Q076_00794	NAD-specific glutamate dehydrogenase
N7Z0B3	N7Z0B3_BRUAO	AQJU01000003;		C016_01715	Uncharacterized protein
S6VLI0	S6VLI0_PSESF	AOKM01001351;		A234_26173	NAD-glutamate dehydrogenase
X7SIM6	X7SIM6_MYCIT	JAON01000036;		L842_1675	Bacterial NAD-glutamate dehydrogenase family protein
R1F029	R1F029_9GAMM	AQGQ01000277;		G113_20687	NAD-glutamate dehydrogenase (Fragment)
R1H443	R1H443_9GAMM	AQGQ01000286;		G113_20801	NAD-glutamate dehydrogenase
V8KC82	V8KC82_XYLFS	AXBS01000020;		B375_04690	Glutamate dehydrogenase
A0A052NVY6	A0A052NVY6_MYCTX	JLVW01000005;		P436_02486	NAD-dependent glutamate dehydrogenase Gdh
A0A058HUB1	A0A058HUB1_MYCTX	JLKR01000003;		X353_01118	NAD-dependent glutamate dehydrogenase Gdh
A0A049KQ31	A0A049KQ31_MYCTX	JLHI01000001;		X445_00131	NAD-dependent glutamate dehydrogenase Gdh
A0A040SNT5	A0A040SNT5_MYCTX	JJZO01000012;		AL30_02562	NAD-dependent glutamate dehydrogenase Gdh
A0A049LDX4	A0A049LDX4_MYCTX	JLHF01000002;		X448_01137	NAD-dependent glutamate dehydrogenase Gdh
A0A056S5S4	A0A056S5S4_MYCTX	JKFJ01000007;		X134_01345	NAD-dependent glutamate dehydrogenase Gdh
A0A042KBL3	A0A042KBL3_MYCTX	JKQB01000024;		AN36_02291	NAD-dependent glutamate dehydrogenase Gdh
F0IC91	F0IC91_9FLAO	AEXX01000003;		gdh HMPREF9071_0114	Glutamate dehydrogenase
A0A048D2G7	A0A048D2G7_MYCTX	JKWJ01000007;		V939_02279	NAD-dependent glutamate dehydrogenase Gdh
A0A038WZQ6	A0A038WZQ6_MYCTX	JKBI01000013;		Z560_01809	NAD-dependent glutamate dehydrogenase Gdh
J5VS23	J5VS23_9PORP	ALKJ01000033;		gdh HMPREF1323_1686	Glutamate dehydrogenase
A0A054QA63	A0A054QA63_MYCTX	JKUG01000013;		V996_02576	NAD-dependent glutamate dehydrogenase Gdh
A0A053FK58	A0A053FK58_MYCTX	JLTX01000007;		P489_02572	NAD-dependent glutamate dehydrogenase Gdh
A0A056IV04	A0A056IV04_MYCTX	JKGL01000011;		X106_02565	NAD-dependent glutamate dehydrogenase Gdh
J1TFJ0	J1TFJ0_STREE	ALCM01000004;		gdh SPAR163_0862	Glutamate dehydrogenase
A0A047KA55	A0A047KA55_MYCTX	JLNV01000021;		T627_01202	NAD-dependent glutamate dehydrogenase Gdh
J1QIJ6	J1QIJ6_9ALTE	ALAB01000024;		AEST_16800	Glutamate dehydrogenase
S6VP80	S6VP80_PSESF	AOKJ01000086;		A241_06617	NAD-glutamate dehydrogenase
B7RXU1	B7RXU1_9GAMM	DS999226;		GPB2148_1956	Bacterial NAD-glutamate dehydrogenase superfamily protein
U9PYD4	U9PYD4_PSEAI	AXRH01000002;		Q008_01867	NAD-specific glutamate dehydrogenase
X8DPJ0	X8DPJ0_MYCAB	JAOJ01000002;		I540_1560	Bacterial NAD-glutamate dehydrogenase family protein
F2V504	F2V504_MYCTX	GL877853;		TBPG_01982	NAD-dependent glutamate dehydrogenase gdh
S3PGU2	S3PGU2_BRUAO	ATGQ01000003;		L269_01735	Uncharacterized protein
Q2V1X6	Q2V1X6_STRSA	AB199516;		gdh	Glutamate dehydrogenase (Fragment)
Q2V1Y1	Q2V1Y1_STRSA	AB199511;		gdh	Glutamate dehydrogenase (Fragment)
A0A053HKQ1	A0A053HKQ1_MYCTX	JLTQ01000004;		P496_02561	NAD-dependent glutamate dehydrogenase Gdh
A0A058N5V1	A0A058N5V1_MYCTX	JLJZ01000015;		X371_02567	NAD-dependent glutamate dehydrogenase Gdh
A0A049AV06	A0A049AV06_MYCTX	JLIK01000007;		X417_02559	NAD-dependent glutamate dehydrogenase Gdh
A0A043PVW5	A0A043PVW5_MYCTX	JKML01000013;		AO31_02055	NAD-dependent glutamate dehydrogenase Gdh
A0A053PBZ9	A0A053PBZ9_MYCTX	JLSW01000006;		P516_02572	NAD-dependent glutamate dehydrogenase Gdh
A0A053Y7W2	A0A053Y7W2_MYCTX	JLRO01000008;		P946_01063	NAD-dependent glutamate dehydrogenase Gdh
A0A017PPP5	A0A017PPP5_BACFG	JGVF01000072;		gdh M149_3999	Glutamate dehydrogenase
A0A042I7J7	A0A042I7J7_MYCTX	JJUE01000004;		AN06_02484	NAD-dependent glutamate dehydrogenase Gdh
A0A050FTV5	A0A050FTV5_MYCTX	JJSN01000017;		BA31_02485	NAD-dependent glutamate dehydrogenase Gdh
A0A042L936	A0A042L936_MYCTX	JKPX01000009;		AN40_02575	NAD-dependent glutamate dehydrogenase Gdh
A0A041CLC3	A0A041CLC3_MYCTX	JJYI01000008;		AL77_02572	NAD-dependent glutamate dehydrogenase Gdh
N7JM83	N7JM83_BRUAO	AQMU01000002;		C025_01708	Uncharacterized protein
V7N196	V7N196_MYCPC	AYOA01000438;		O975_09000	NAD-glutamate dehydrogenase
V7FHS3	V7FHS3_9RHIZ	AYVY01000011;		X759_17730	NAD-glutamate dehydrogenase
J0RHC8	J0RHC8_BARVI	AIMH01000016;		MEI_00775	Uncharacterized protein
U4HVR1	U4HVR1_9VIBR	CAOB01000022;		gdhB VIBNISFn27_1180027	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
A3Y3X2	A3Y3X2_9VIBR	AAND01000047;		MED222_14230	Putative NAD-glutamate dehydrogenase
Q1K1M0	Q1K1M0_DESAC	AAEW02000005;		Dace_1832	NAD-glutamate dehydrogenase
A0A015XR15	A0A015XR15_BACFG	JGDG01000482;		gdh M071_3282	Glutamate dehydrogenase
A0A049G4Z4	A0A049G4Z4_MYCTX	JLHV01000008;		X432_01933	NAD-dependent glutamate dehydrogenase Gdh
A0A056E791	A0A056E791_MYCTX	JKHA01000012;		X091_01945	NAD-dependent glutamate dehydrogenase Gdh
A0A040GRR0	A0A040GRR0_MYCTX	JLDW01000017;		AJ42_02064	NAD-dependent glutamate dehydrogenase Gdh
A0A046YL51	A0A046YL51_MYCTX	JLPH01000022;		T587_02340	NAD-dependent glutamate dehydrogenase Gdh
A0A043AHL0	A0A043AHL0_MYCTX	JKOD01000003;		AN86_00750	NAD-dependent glutamate dehydrogenase Gdh
A0A039JU18	A0A039JU18_MYCBI	JKAI01000012;		Z587_02662	NAD-dependent glutamate dehydrogenase Gdh
A0A050PT22	A0A050PT22_MYCTX	JMBC01000006;		I033_02572	NAD-dependent glutamate dehydrogenase Gdh
A0A048G102	A0A048G102_MYCTX	JKWB01000011;		V947_01059	NAD-dependent glutamate dehydrogenase Gdh
A0A049G3N0	A0A049G3N0_MYCTX	JLHU01000007;		X433_02264	NAD-dependent glutamate dehydrogenase Gdh
A0A053YZD9	A0A053YZD9_MYCTX	JLRM01000021;		P950_01062	NAD-dependent glutamate dehydrogenase Gdh
A0A039BYK3	A0A039BYK3_MYCTX	JJTJ01000022;		AN28_03157	NAD-dependent glutamate dehydrogenase Gdh
A0A050ZE68	A0A050ZE68_MYCTX	JMAA01000009;		I089_02574	NAD-dependent glutamate dehydrogenase Gdh
A0A043AHB2	A0A043AHB2_MYCTX	JKOE01000008;		AN85_02288	NAD-dependent glutamate dehydrogenase Gdh
A0A047KLN4	A0A047KLN4_MYCTX	JLNT01000019;		V194_02722	NAD-dependent glutamate dehydrogenase Gdh
A0A046SHE2	A0A046SHE2_MYCTX	JLBJ01000007;		Q641_02283	NAD-dependent glutamate dehydrogenase Gdh
N6WP28	N6WP28_9ALTE	APLQ01000014;		J057_15380	NAD-glutamate dehydrogenase
D7ETI9	D7ETI9_MYCTX	DS985175;		TBAG_01372	NAD-dependent glutamate dehydrogenase gdh
S6N934	S6N934_PSESF	AOJR01000121;		A262_06755	NAD-glutamate dehydrogenase
Z5XXJ6	Z5XXJ6_9GAMM	JDVB01000004;		AT00_06015	NAD-glutamate dehydrogenase
U4TN14	U4TN14_PISSA	ASSK02000018;		gdhB K661_00664	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
X6BDH3	X6BDH3_9RHIZ	AYWM01000019;		X745_30080	NAD-glutamate dehydrogenase
U5ELA2	U5ELA2_NOCAS	BAFO02000034;		gdh NCAST_34_02380	NAD-dependent glutamate dehydrogenase
E4H6S3	E4H6S3_PROAA	ADZS01000028;		HMPREF9614_01746	Bacterial NAD-glutamate dehydrogenase
E4G4L1	E4G4L1_PROAA	ADZL01000027;		HMPREF9598_01594	Bacterial NAD-glutamate dehydrogenase
W4HUK7	W4HUK7_MYCGS	AZYN01000504;		MGAST_22795	NAD-glutamate dehydrogenase
L8RMT9	L8RMT9_VIBCL	AGUW02000052;		gdhB VCHC68A1_01555	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
L8S6M6	L8S6M6_VIBCL	AGUY02000107;		gdhB VCHC72A2_01849	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
N8H7S5	N8H7S5_9RHIZ	AQKV01000033;		C065_01672	Uncharacterized protein
N6X0W4	N6X0W4_9ALTE	APLQ01000007;		J057_01519	NAD-glutamate dehydrogenase
J1GWQ2	J1GWQ2_9FLAO	AKFR01000011;		gdh HMPREF1320_1066	Glutamate dehydrogenase
A0A056Y377	A0A056Y377_MYCTX	JKEO01000006;		X156_02282	NAD-dependent glutamate dehydrogenase Gdh
A0A056VGE6	A0A056VGE6_MYCTX	JKEX01000009;		X147_02574	NAD-dependent glutamate dehydrogenase Gdh
A0A055HDE4	A0A055HDE4_MYCTX	JKSF01000016;		W052_02539	NAD-dependent glutamate dehydrogenase Gdh
A0A058N5P4	A0A058N5P4_MYCTX	JLKA01000004;		X370_00921	NAD-dependent glutamate dehydrogenase Gdh
A0A044D454	A0A044D454_MYCTX	JKKT01000020;		AO77_02647	NAD-dependent glutamate dehydrogenase Gdh
A0A039HAB5	A0A039HAB5_MYCTX	JKAU01000013;		Z575_01919	NAD-dependent glutamate dehydrogenase Gdh
A0A057J7G6	A0A057J7G6_MYCTX	JKDA01000027;		X196_02948	NAD-dependent glutamate dehydrogenase Gdh
A0A045FYY5	A0A045FYY5_MYCTX	JLCT01000031;		BO03_03314	NAD-dependent glutamate dehydrogenase Gdh
A0A048J692	A0A048J692_MYCTX	JKVR01000005;		V958_01062	NAD-dependent glutamate dehydrogenase Gdh
A0A054BM52	A0A054BM52_MYCTX	JLRE01000003;		P962_01075	NAD-dependent glutamate dehydrogenase Gdh
D2EZH8	D2EZH8_9BACE	GG730107;		gdh HMPREF0969_02550	Glutamate dehydrogenase
F9DJB2	F9DJB2_9BACT	AFPY01000092;		gdh HMPREF9144_1752	Glutamate dehydrogenase
M3FFB5	M3FFB5_9ACTO	KB405098;		SBD_8233	Gdh protein
U7X7G9	U7X7G9_BRUML	AXNC01000004;		P040_01494	Uncharacterized protein
G6ZSK8	G6ZSK8_VIBCL	AGUK01000117;		gdhB VCHC21A1_1517	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
U0F1T3	U0F1T3_9VIBR	AVOO01000024;		N779_09860	NAD-glutamate dehydrogenase
X5I8P1	X5I8P1_9PSED	AP014522;		PPC_2786	NAD-glutamate dehydrogenase
C9PDH6	C9PDH6_VIBFU	ACZP01000013;		VFA_001510	NAD-specific glutamate dehydrogenase large form (EC 1.4.1.2)
J1F962	J1F962_VIBCL	ALDO01000078;		gdhB VCHC42A1_1681	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
A0A044JF38	A0A044JF38_MYCTX	JKKA01000017;		AO96_02581	NAD-dependent glutamate dehydrogenase Gdh
A0A040EV92	A0A040EV92_MYCTX	JLEE01000017;		AJ34_01984	NAD-dependent glutamate dehydrogenase Gdh
B5CYJ2	B5CYJ2_BACPM	ABQC02000019;		gdh BACPLE_01795	Glutamate dehydrogenase
A0A039SIS1	A0A039SIS1_MYCTX	JLFW01000014;		AI89_01970	NAD-dependent glutamate dehydrogenase Gdh
A0A038LUF7	A0A038LUF7_MYCTX	JLPO01000016;		T580_02825	NAD-dependent glutamate dehydrogenase Gdh
A0A055A5Y9	A0A055A5Y9_MYCTX	JKTB01000005;		W030_02575	NAD-dependent glutamate dehydrogenase Gdh
A0A047MFT6	A0A047MFT6_MYCTX	JLNM01000022;		V201_02555	NAD-dependent glutamate dehydrogenase Gdh
A0A050DH76	A0A050DH76_MYCTX	JJSV01000018;		BA16_02820	NAD-dependent glutamate dehydrogenase Gdh
A0A040Y7X4	A0A040Y7X4_MYCTX	JJYW01000015;		AL60_03046	NAD-dependent glutamate dehydrogenase Gdh
A0A053MR86	A0A053MR86_MYCTX	JLTB01000006;		P511_02573	NAD-dependent glutamate dehydrogenase Gdh
W6VL13	W6VL13_9PSED	AKJP02000022;		PMI25_000604	Uncharacterized protein
